Location,Year,Average_Rent,Average_Earnings,CPI_Index,Affordability_Ratio,Real_Rent,Rent_YoY_Growth,Income_YoY_Growth
"Ballyjamesduff, Cavan",2013,472.6,260.7649393939394,83.11562500000001,1.8123602087703972,568.605481821258,0.0995488530701305,0.6908684561559575
"Ballyjamesduff, Cavan",2014,489.92,261.4159090909091,83.22708333333334,1.8741017013988506,588.6545345315277,3.6648328396106544,0.24963850526940057
"Ballyjamesduff, Cavan",2015,514.29,266.57742424242423,82.91979166666667,1.929233135407247,620.2258708842631,4.9742815153494435,1.9744456905720131
"Ballyjamesduff, Cavan",2016,531.38,269.88875757575755,82.96875,1.96888527248432,640.4580037664783,3.3230278636567023,1.2421657020446064
"Ballyjamesduff, Cavan",2017,582.47,273.8105606060606,83.30520833333334,2.127273684078303,699.1999799932477,9.614588430125348,1.4531183386556012
"Ballyjamesduff, Cavan",2018,623.16,284.1095454545454,83.72291666666666,2.193379314316981,744.3123398113818,6.985767507339413,3.761354136848749
"Ballyjamesduff, Cavan",2019,650.96,291.2750909090909,84.56875000000001,2.2348632626576688,769.740595669204,4.4611335772514416,2.5221065498103545
"Ballyjamesduff, Cavan",2020,690.98,295.81777272727277,84.11145833333333,2.335829905112038,821.5051952394516,6.147843185449187,1.5595847224710413
"Ballyjamesduff, Cavan",2021,700.65,309.2805,86.49479166666667,2.2654192553361754,810.0487746131149,1.399461634200705,4.551020430114283
"Ballyjamesduff, Cavan",2022,793.75,321.86687878787876,93.921875,2.466081639058949,845.1172849775412,13.287661457218292,4.069567524586493
"Ballyjamesduff, Cavan",2023,827.18,335.2919090909091,99.559375,2.4670443204035775,830.8408926833861,4.211653543307081,4.17098843894339
"Ballyjamesduff, Cavan",2024,873.98,350.1716666666666,101.09583333333335,2.4958615536189397,864.5064501504347,5.657777025556721,4.4378516666571555
"Ballymahon, Longford",2008,539.07,263.2414696969697,84.23125,2.047815644778728,639.9881279216444,,
"Ballymahon, Longford",2009,507.89,256.8306666666667,79.36041666666667,1.9775286440352398,639.9789987661775,-5.784035468492044,-2.4353317270576103
"Ballymahon, Longford",2010,464.76,256.01466666666664,79.12083333333334,1.8153647447281667,587.4053399336457,-8.491996298411076,-0.31771906781642434
"Ballymahon, Longford",2011,435.96,251.39683333333335,81.60104166666666,1.73415072186669,534.2578858010902,-6.196746707978318,-1.8037378066881438
"Ballymahon, Longford",2012,414.01,258.9757575757576,82.85833333333333,1.5986438417074254,499.6600623554259,-5.034865583998527,3.0147254211333463
"Ballymahon, Longford",2013,387.29,260.7649393939394,83.11562500000001,1.48520733232054,465.96533443621456,-6.453950387671792,0.6908684561559575
"Ballymahon, Longford",2014,392.08,261.4159090909091,83.22708333333334,1.4998322074715489,471.09664822648875,1.2367992976838993,0.24963850526940057
"Ballymahon, Longford",2015,427.43,266.57742424242423,82.91979166666667,1.603399092082521,515.4740399231184,9.016017139359311,1.9744456905720131
"Ballymahon, Longford",2016,462.17,269.88875757575755,82.96875,1.7124462839852426,557.041054613936,8.127646632197095,1.2421657020446064
"Ballymahon, Longford",2017,519.55,273.8105606060606,83.30520833333334,1.897479771598335,623.6704887899665,12.415345002920986,1.4531183386556012
"Ballymahon, Longford",2018,596.35,284.1095454545454,83.72291666666666,2.0990143046616145,712.290044044094,14.782022904436554,3.761354136848749
"Ballymahon, Longford",2019,633.82,291.2750909090909,84.56875000000001,2.176018546665976,749.4730618579558,6.283222939548927,2.5221065498103545
"Ballymahon, Longford",2020,640.6,295.81777272727277,84.11145833333333,2.1655223555164715,761.6084808104326,1.0697043324603195,1.5595847224710413
"Ballymahon, Longford",2021,671.38,309.2805,86.49479166666667,2.1707802464106205,776.208586740531,4.804870433968156,4.551020430114283
"Ballymahon, Longford",2022,788.66,321.86687878787876,93.921875,2.450267647823912,839.6978872067874,17.468497721111742,4.069567524586493
"Ballymahon, Longford",2023,862.34,335.2919090909091,99.559375,2.5719081690282906,866.1565020873222,9.342428930083946,4.17098843894339
"Ballymahon, Longford",2024,1040.29,350.1716666666666,101.09583333333335,2.9708000361727347,1029.0137246012446,20.635712132105667,4.4378516666571555
"Ballymote, Sligo",2008,477.68,263.2414696969697,84.23125,1.814607708085968,567.1054388958967,,
"Ballymote, Sligo",2009,461.52,256.8306666666667,79.36041666666667,1.796981668855744,581.549366025254,-3.3830179199464183,-2.4353317270576103
"Ballymote, Sligo",2010,446.36,256.01466666666664,79.12083333333334,1.7434938623308043,564.1497709200063,-3.284798058589,-0.31771906781642434
"Ballymote, Sligo",2011,425.02,251.39683333333335,81.60104166666666,1.6906338650513364,520.8511941994205,-4.780894345371456,-1.8037378066881438
"Ballymote, Sligo",2012,411.98,258.9757575757576,82.85833333333333,1.5908052701785589,497.2100975560696,-3.0680909133687706,3.0147254211333463
"Ballymote, Sligo",2013,438.45,260.7649393939394,83.11562500000001,1.6813993515348722,527.5181411437379,6.425069178115428,0.6908684561559575
"Ballymote, Sligo",2014,440.75,261.4159090909091,83.22708333333334,1.686010623962164,529.5752083906981,0.5245752081195043,0.24963850526940057
"Ballymote, Sligo",2015,428.54,266.57742424242423,82.91979166666667,1.6075629855673292,516.8126829390852,-2.770277935337484,1.9744456905720131
"Ballymote, Sligo",2016,448.28,269.88875757575755,82.96875,1.660980635231418,540.2998116760828,4.606337798105176,1.2421657020446064
"Ballymote, Sligo",2017,468.87,273.8105606060606,83.30520833333334,1.712388298545494,562.8339564603052,4.593111448202025,1.4531183386556012
"Ballymote, Sligo",2018,535.08,284.1095454545454,83.72291666666666,1.883358051711808,639.108169308483,14.121184976645985,3.761354136848749
"Ballymote, Sligo",2019,583.27,291.2750909090909,84.56875000000001,2.0024712658386665,689.699209223265,9.006129924497252,2.5221065498103545
"Ballymote, Sligo",2020,599.82,295.81777272727277,84.11145833333333,2.027667217118155,713.1251935056412,2.837450923243101,1.5595847224710413
"Ballymote, Sligo",2021,615.11,309.2805,86.49479166666667,1.9888418442158493,711.1526464743782,2.549098062752142,4.551020430114283
"Ballymote, Sligo",2022,699.15,321.86687878787876,93.921875,2.1721713108007106,744.3952753285644,13.662596933881744,4.069567524586493
"Ballymote, Sligo",2023,844.51,335.2919090909091,99.559375,2.518730625769513,848.2475909476129,20.790960451977412,4.17098843894339
"Ballymote, Sligo",2024,970.78,350.1716666666666,101.09583333333335,2.772297396991,960.2571817170176,14.95186557885637,4.4378516666571555
"Ballymun, Dublin 11",2008,1053.47,263.2414696969697,84.23125,4.00191505241443,1250.6878385397342,,
"Ballymun, Dublin 11",2009,921.75,256.8306666666667,79.36041666666667,3.5889405730364494,1161.4732365526474,-12.503441009236148,-2.4353317270576103
"Ballymun, Dublin 11",2010,804.45,256.01466666666664,79.12083333333334,3.14220279046513,1016.7360050555585,-12.725793327908864,-0.31771906781642434
"Ballymun, Dublin 11",2011,774.39,251.39683333333335,81.60104166666666,3.0803490630019867,948.9952385207503,-3.7367145254521783,-1.8037378066881438
"Ballymun, Dublin 11",2012,791.8,258.9757575757576,82.85833333333333,3.057429032786501,955.6069596701196,2.2482211805421093,3.0147254211333463
"Ballymun, Dublin 11",2013,815.74,260.7649393939394,83.11562500000001,3.128257970170046,981.4520434635485,3.0234907805001265,0.6908684561559575
"Ballymun, Dublin 11",2014,865.9,261.4159090909091,83.22708333333334,3.312346226406892,1040.4065183108462,6.149018069482914,0.24963850526940057
"Ballymun, Dublin 11",2015,946.14,266.57742424242423,82.91979166666667,3.5492127763211667,1141.0303631772672,9.266658967548214,1.9744456905720131
"Ballymun, Dublin 11",2016,1042.98,269.88875757575755,82.96875,3.8644810897958073,1257.0757062146893,10.235271735683948,1.2421657020446064
"Ballymun, Dublin 11",2017,1120.5,273.8105606060606,83.30520833333334,4.092245374027398,1345.053955710052,7.4325490421676355,1.4531183386556012
"Ballymun, Dublin 11",2018,1169.71,284.1095454545454,83.72291666666666,4.117109117641883,1397.1204618408938,4.391789379741184,3.761354136848749
"Ballymun, Dublin 11",2019,1416.18,291.2750909090909,84.56875000000001,4.8620017440557595,1674.5902002808364,21.071034700908765,2.5221065498103545
"Ballymun, Dublin 11",2020,1470.42,295.81777272727277,84.11145833333333,4.9706952575687335,1748.180365834025,3.8300216074227844,1.5595847224710413
"Ballymun, Dublin 11",2021,,309.2805,86.49479166666667,,,,4.551020430114283
"Ballymun, Dublin 11",2022,,321.86687878787876,93.921875,,,,4.069567524586493
"Ballymun, Dublin 11",2023,,335.2919090909091,99.559375,,,,4.17098843894339
"Ballymun, Dublin 11",2024,,350.1716666666666,101.09583333333335,,,,4.4378516666571555
"Ballymun, Dublin 9",2008,1062.82,263.2414696969697,84.23125,4.037433772207185,1261.7882318023298,,
"Ballymun, Dublin 9",2009,927.26,256.8306666666667,79.36041666666667,3.610394397346111,1168.4162444543617,-12.754746805667939,-2.4353317270576103
"Ballymun, Dublin 9",2010,803.55,256.01466666666664,79.12083333333334,3.1386873668696067,1015.5985043972825,-13.341457627849795,-0.31771906781642434
"Ballymun, Dublin 9",2011,773.12,251.39683333333335,81.60104166666666,3.0752972889475534,947.4388858393863,-3.786945429655897,-1.8037378066881438
"Ballymun, Dublin 9",2012,785.75,258.9757575757576,82.85833333333333,3.0340677728113077,948.3053404405108,1.63364031456954,3.0147254211333463
"Ballymun, Dublin 9",2013,808.91,260.7649393939394,83.11562500000001,3.102065798722941,973.2345753280443,2.947502386255163,0.6908684561559575
"Ballymun, Dublin 9",2014,861.59,261.4159090909091,83.22708333333334,3.295859089051755,1035.2279155923802,6.512467394394927,0.24963850526940057
"Ballymun, Dublin 9",2015,957.98,266.57742424242423,82.91979166666667,3.593627640159122,1155.3092220142457,11.187455750414932,1.9744456905720131
"Ballymun, Dublin 9",2016,1061.26,269.88875757575755,82.96875,3.932212699530862,1279.1080979284368,10.781018392868313,1.2421657020446064
"Ballymun, Dublin 9",2017,1168.35,273.8105606060606,83.30520833333334,4.267001234042757,1402.493341502757,10.090835422045497,1.4531183386556012
"Ballymun, Dublin 9",2018,1290.78,284.1095454545454,83.72291666666666,4.543247562959871,1541.7284196381916,10.47888047246117,3.761354136848749
"Ballymun, Dublin 9",2019,1418.11,291.2750909090909,84.56875000000001,4.868627782670926,1676.872367156899,9.86457800709648,2.5221065498103545
"Ballymun, Dublin 9",2020,1502.38,295.81777272727277,84.11145833333333,5.078734743179577,1786.1775669684323,5.942416314672361,1.5595847224710413
"Ballymun, Dublin 9",2021,1578.75,309.2805,86.49479166666667,5.104589523102814,1825.2544107906303,5.0832678816278065,4.551020430114283
"Ballymun, Dublin 9",2022,1526.87,321.86687878787876,93.921875,4.743793476825117,1625.6809183164198,-3.2861441013460113,4.069567524586493
"Ballymun, Dublin 9",2023,1502.35,335.2919090909091,99.559375,4.480722496625058,1508.9990269625537,-1.6058996509198509,4.17098843894339
"Ballymun, Dublin 9",2024,1678.93,350.1716666666666,101.09583333333335,4.794591224304271,1660.731154432675,11.753586048523989,4.4378516666571555
"Ballytivnan, Sligo",2008,708.21,263.2414696969697,84.23125,2.6903435876393473,840.7924612302442,,
"Ballytivnan, Sligo",2009,630.76,256.8306666666667,79.36041666666667,2.4559372452926183,794.8042947523167,-10.936021801443086,-2.4353317270576103
"Ballytivnan, Sligo",2010,601.24,256.01466666666664,79.12083333333334,2.34845920285817,759.900995313076,-4.680068488807154,-0.31771906781642434
"Ballytivnan, Sligo",2011,648.28,251.39683333333335,81.60104166666666,2.578711877171616,794.450642735872,7.823830749783767,-1.8037378066881438
"Ballytivnan, Sligo",2012,657.02,258.9757575757576,82.85833333333333,2.5369942196531787,792.9437795433973,1.3481828839390309,3.0147254211333463
"Ballytivnan, Sligo",2013,624.69,260.7649393939394,83.11562500000001,2.3956057952111287,751.5915328796481,-4.920702566131919,0.6908684561559575
"Ballytivnan, Sligo",2014,891.47,261.4159090909091,83.22708333333334,3.410159707188997,1071.129690355203,42.70598216715491,0.24963850526940057
"Ballytivnan, Sligo",2015,2366.34,266.57742424242423,82.91979166666667,8.876745683640719,2853.7698327952467,165.4424714236037,1.9744456905720131
"Ballytivnan, Sligo",2016,764.11,269.88875757575755,82.96875,2.831203518307038,920.9612052730696,-67.70920493251181,1.2421657020446064
"Ballytivnan, Sligo",2017,931.48,273.8105606060606,83.30520833333334,3.4019140749656764,1118.153376764658,21.903914357880417,1.4531183386556012
"Ballytivnan, Sligo",2018,,284.1095454545454,83.72291666666666,,,,3.761354136848749
"Ballytivnan, Sligo",2019,,291.2750909090909,84.56875000000001,,,,2.5221065498103545
"Ballytivnan, Sligo",2020,,295.81777272727277,84.11145833333333,,,,1.5595847224710413
"Ballytivnan, Sligo",2021,,309.2805,86.49479166666667,,,,4.551020430114283
"Ballytivnan, Sligo",2022,,321.86687878787876,93.921875,,,,4.069567524586493
"Ballytivnan, Sligo",2023,,335.2919090909091,99.559375,,,,4.17098843894339
"Ballytivnan, Sligo",2024,,350.1716666666666,101.09583333333335,,,,4.4378516666571555
"Ballytruckle, Waterford",2008,483.44,263.2414696969697,84.23125,1.8364887589957302,573.9437560287897,,
"Ballytruckle, Waterford",2009,409.36,256.8306666666667,79.36041666666667,1.5938906568789812,515.8239046543985,-15.323514810524575,-2.4353317270576103
"Ballytruckle, Waterford",2010,391.32,256.01466666666664,79.12083333333334,1.5285061793334758,494.5852862183369,-4.406879030682043,-0.31771906781642434
"Ballytruckle, Waterford",2011,521.03,251.39683333333335,81.60104166666666,2.072540028016794,638.5090059614231,33.146785239701515,-1.8037378066881438
"Ballytruckle, Waterford",2012,533.48,258.9757575757576,82.85833333333333,2.05996115232501,643.8459217539978,2.3894977256587957,3.0147254211333463
"Ballytruckle, Waterford",2013,514.9,260.7649393939394,83.11562500000001,1.9745752676594952,619.4984396736472,-3.482792232136167,0.6908684561559575
"Ballytruckle, Waterford",2014,528.74,261.4159090909091,83.22708333333334,2.0226006972518538,635.2980049563192,2.6879005632161723,0.24963850526940057
"Ballytruckle, Waterford",2015,544.86,266.57742424242423,82.91979166666667,2.043909012732102,657.0928231348065,3.048757423308235,1.9744456905720131
"Ballytruckle, Waterford",2016,596.73,269.88875757575755,82.96875,2.2110220720568488,719.2225988700566,9.519876665565462,1.2421657020446064
"Ballytruckle, Waterford",2017,677.33,273.8105606060606,83.30520833333334,2.473717589638534,813.0704112638016,13.506946190069225,1.4531183386556012
"Ballytruckle, Waterford",2018,715.44,284.1095454545454,83.72291666666666,2.5181836071553714,854.5330579540648,5.626504067441274,3.761354136848749
"Ballytruckle, Waterford",2019,,291.2750909090909,84.56875000000001,,,,2.5221065498103545
"Ballytruckle, Waterford",2020,,295.81777272727277,84.11145833333333,,,,1.5595847224710413
"Ballytruckle, Waterford",2021,,309.2805,86.49479166666667,,,,4.551020430114283
"Ballytruckle, Waterford",2022,,321.86687878787876,93.921875,,,,4.069567524586493
"Ballytruckle, Waterford",2023,,335.2919090909091,99.559375,,,,4.17098843894339
"Ballytruckle, Waterford",2024,,350.1716666666666,101.09583333333335,,,,4.4378516666571555
"Baltinglass, Wicklow",2008,806.91,263.2414696969697,84.23125,3.065284512082667,957.9698746011723,,
"Baltinglass, Wicklow",2009,748.24,256.8306666666667,79.36041666666667,2.913359256163594,942.8377917202637,-7.27094719361514,-2.4353317270576103
"Baltinglass, Wicklow",2010,647.8,256.01466666666664,79.12083333333334,2.5303237835332353,818.7476960345462,-13.423500481129057,-0.31771906781642434
"Baltinglass, Wicklow",2011,625.28,251.39683333333335,81.60104166666666,2.487223055713377,766.2647280340069,-3.4763815992590263,-1.8037378066881438
"Baltinglass, Wicklow",2012,622.41,258.9757575757576,82.85833333333333,2.4033523671339307,751.1736900331891,-0.4589943705220034,3.0147254211333463
"Baltinglass, Wicklow",2013,596.94,260.7649393939394,83.11562500000001,2.2891881147342383,718.2043087566267,-4.092157902347315,0.6908684561559575
"Baltinglass, Wicklow",2014,615.61,261.4159090909091,83.22708333333334,2.3549064100223434,739.6750857343112,3.12761751599826,0.24963850526940057
"Baltinglass, Wicklow",2015,670.3,266.57742424242423,82.91979166666667,2.514466489069353,808.371543786038,8.883871282142897,1.9744456905720131
"Baltinglass, Wicklow",2016,729.68,269.88875757575755,82.96875,2.703632439358573,879.4636534839924,8.85871997613008,1.2421657020446064
"Baltinglass, Wicklow",2017,759.95,273.8105606060606,83.30520833333334,2.7754590557716385,912.2478836607355,4.148393816467499,1.4531183386556012
"Baltinglass, Wicklow",2018,836.95,284.1095454545454,83.72291666666666,2.945870750878743,999.666558837435,10.132245542469898,3.761354136848749
"Baltinglass, Wicklow",2019,916.96,291.2750909090909,84.56875000000001,3.1480893101366845,1084.277584805262,9.55971085488978,2.5221065498103545
"Baltinglass, Wicklow",2020,938.64,295.81777272727277,84.11145833333333,3.173034504811085,1115.9478370713464,2.3643343221078306,1.5595847224710413
"Baltinglass, Wicklow",2021,953.26,309.2805,86.49479166666667,3.082185912141244,1102.1010417293912,1.5575726583141547,4.551020430114283
"Baltinglass, Wicklow",2022,1031.04,321.86687878787876,93.921875,3.2033118905642057,1097.7634337048744,8.159368902502994,4.069567524586493
"Baltinglass, Wicklow",2023,1128.95,335.2919090909091,99.559375,3.367066038249981,1133.9464515521518,9.496236809435143,4.17098843894339
"Baltinglass, Wicklow",2024,1255.6,350.1716666666666,101.09583333333335,3.585669885722717,1241.9898611053866,11.218388768324527,4.4378516666571555
"Banagher, Offaly",2008,578.19,263.2414696969697,84.23125,2.196424448874196,686.4316984492098,,
"Banagher, Offaly",2009,558.08,256.8306666666667,79.36041666666667,2.172949232438494,703.2221142992151,-3.478095435756412,-2.4353317270576103
"Banagher, Offaly",2010,514.35,256.01466666666664,79.12083333333334,2.009064584841494,650.0816262046447,-7.835794151376152,-0.31771906781642434
"Banagher, Offaly",2011,509.89,251.39683333333335,81.60104166666666,2.0282276162322384,624.8572194493024,-0.867113832993105,-1.8037378066881438
"Banagher, Offaly",2012,488.57,258.9757575757576,82.85833333333333,1.886547237368655,589.6449763652821,-4.18129400458922,3.0147254211333463
"Banagher, Offaly",2013,509.62,260.7649393939394,83.11562500000001,1.954327146833622,613.145843516186,4.308492130093944,0.6908684561559575
"Banagher, Offaly",2014,545.19,261.4159090909091,83.22708333333334,2.0855272423776117,655.0632055871235,6.979710372434367,0.24963850526940057
"Banagher, Offaly",2015,535.15,266.57742424242423,82.91979166666667,2.0074843228785086,645.3827117068452,-1.8415598231809271,1.9744456905720131
"Banagher, Offaly",2016,531.8,269.88875757575755,82.96875,1.9704414692068977,640.9642184557439,-0.625992712323653,1.2421657020446064
"Banagher, Offaly",2017,546.25,273.8105606060606,83.30520833333334,1.9949924458388808,655.721305940755,2.717186912373082,1.4531183386556012
"Banagher, Offaly",2018,549.96,284.1095454545454,83.72291666666666,1.935732215966633,656.8810809465749,0.6791762013730107,3.761354136848749
"Banagher, Offaly",2019,572.3,291.2750909090909,84.56875000000001,1.9648092743317311,676.7275145961124,4.062113608262408,2.5221065498103545
"Banagher, Offaly",2020,587.56,295.81777272727277,84.11145833333333,1.9862227836516673,698.5492959490754,2.6664336886248474,1.5595847224710413
"Banagher, Offaly",2021,646.34,309.2805,86.49479166666667,2.089818142430577,747.2588667429397,10.004084689223248,4.551020430114283
"Banagher, Offaly",2022,723.8,321.86687878787876,93.921875,2.248755767371171,770.640492430544,11.984404492991295,4.069567524586493
"Banagher, Offaly",2023,797.57,335.2919090909091,99.559375,2.3787332123894216,801.0998461973069,10.192042000552659,4.17098843894339
"Banagher, Offaly",2024,868.46,350.1716666666666,101.09583333333335,2.4800978567654917,859.0462844660594,8.8882480534624,4.4378516666571555
"Bandon, Cork",2008,795.46,263.2414696969697,84.23125,3.0217883258123934,944.3763448838762,,
"Bandon, Cork",2009,740.53,256.8306666666667,79.36041666666667,2.883339476594176,933.122620953981,-6.905438362708383,-2.4353317270576103
"Bandon, Cork",2010,698.1,256.01466666666664,79.12083333333334,2.7267969022608085,882.3213439359629,-5.729680093986733,-0.31771906781642434
"Bandon, Cork",2011,654.24,251.39683333333335,81.60104166666666,2.6024194152538382,801.7544710673118,-6.282767511817788,-1.8037378066881438
"Bandon, Cork",2012,634.72,258.9757575757576,82.85833333333333,2.4508857737942007,766.030373126823,-2.983614575690874,3.0147254211333463
"Bandon, Cork",2013,642.89,260.7649393939394,83.11562500000001,2.4654004541184946,773.4887393315034,1.2871817494328086,0.6908684561559575
"Bandon, Cork",2014,656.43,261.4159090909091,83.22708333333334,2.511056049659633,788.7216200655835,2.1061145763660916,0.24963850526940057
"Bandon, Cork",2015,699.18,266.57742424242423,82.91979166666667,2.6228027447822027,843.2003818951547,6.5124994287281135,1.9744456905720131
"Bandon, Cork",2016,741.81,269.88875757575755,82.96875,2.748576882798738,894.083615819209,6.097142366772501,1.2421657020446064
"Bandon, Cork",2017,795.79,273.8105606060606,83.30520833333334,2.9063524731791723,955.2704037612693,7.276795945053327,1.4531183386556012
"Bandon, Cork",2018,830.1,284.1095454545454,83.72291666666666,2.921760332522187,991.4848085201684,4.3114389474610215,3.761354136848749
"Bandon, Cork",2019,859.59,291.2750909090909,84.56875000000001,2.9511277374153644,1016.439287561895,3.5525840260209662,2.5221065498103545
"Bandon, Cork",2020,917.52,295.81777272727277,84.11145833333333,3.101639200177136,1090.8382973980456,6.7392594143719675,1.5595847224710413
"Bandon, Cork",2021,929.88,309.2805,86.49479166666667,3.0065911041918256,1075.0705124345154,1.3471095997907412,4.551020430114283
"Bandon, Cork",2022,988.2,321.86687878787876,93.921875,3.0702133867314054,1052.1510563966062,6.271777003484336,4.069567524586493
"Bandon, Cork",2023,1019.79,335.2919090909091,99.559375,3.0414989814845192,1024.3033365767915,3.1967213114753923,4.17098843894339
"Bandon, Cork",2024,1110.8,350.1716666666666,101.09583333333335,3.172158417538065,1098.7594279355396,8.92438639327704,4.4378516666571555
"Bantry, Cork",2008,629.08,263.2414696969697,84.23125,2.3897450531793685,746.8487052014543,,
"Bantry, Cork",2009,613.41,256.8306666666667,79.36041666666667,2.3883830072213597,772.9420103431077,-2.4909391492338173,-2.4353317270576103
"Bantry, Cork",2010,601.74,256.01466666666664,79.12083333333334,2.3504122159667937,760.5329401232292,-1.9024795813566753,-0.31771906781642434
"Bantry, Cork",2011,579.99,251.39683333333335,81.60104166666666,2.3070696329375666,710.762985562378,-3.614517898095526,-1.8037378066881438
"Bantry, Cork",2012,545.22,258.9757575757576,82.85833333333333,2.105293580772741,658.0146836970733,-5.994930947085287,3.0147254211333463
"Bantry, Cork",2013,518.28,260.7649393939394,83.11562500000001,1.987537132885149,623.565063728992,-4.941124683613962,0.6908684561559575
"Bantry, Cork",2014,512.46,261.4159090909091,83.22708333333334,1.960324456847761,615.7370647575659,-1.122945126186603,0.24963850526940057
"Bantry, Cork",2015,529.46,266.57742424242423,82.91979166666667,1.986139679699627,638.520658769142,3.317332084455371,1.9744456905720131
"Bantry, Cork",2016,554.33,269.88875757575755,82.96875,2.053920307682324,668.1190207156309,4.697238696029915,1.2421657020446064
"Bantry, Cork",2017,602.14,273.8105606060606,83.30520833333334,2.199111672928922,722.8119490327985,8.624826366965511,1.4531183386556012
"Bantry, Cork",2018,663.71,284.1095454545454,83.72291666666666,2.336105951449585,792.7459128573918,10.225196798086822,3.761354136848749
"Bantry, Cork",2019,680.25,291.2750909090909,84.56875000000001,2.3354211232992492,804.3751385706894,2.492052251736454,2.5221065498103545
"Bantry, Cork",2020,689.67,295.81777272727277,84.11145833333333,2.331401503167413,819.947737996458,1.3847850055126676,1.5595847224710413
"Bantry, Cork",2021,729.92,309.2805,86.49479166666667,2.36005826426173,843.8889624856987,5.836124523322739,4.551020430114283
"Bantry, Cork",2022,787.65,321.86687878787876,93.921875,2.4471297045729523,838.6225253701547,7.9090859272249014,4.069567524586493
"Bantry, Cork",2023,883.44,335.2919090909091,99.559375,2.634838408106261,887.3498854326878,12.161493048943072,4.17098843894339
"Bantry, Cork",2024,1029.13,350.1716666666666,101.09583333333335,2.9389299534038074,1017.9746939784858,16.49121615503033,4.4378516666571555
"Barna, Galway",2008,973.33,263.2414696969697,84.23125,3.697479736458121,1155.5450025970172,,
"Barna, Galway",2009,912.69,256.8306666666667,79.36041666666667,3.553664411830363,1150.0569658467437,-6.230158322460011,-2.4353317270576103
"Barna, Galway",2010,831.74,256.01466666666664,79.12083333333334,3.248798245933827,1051.2275527937227,-8.869386100428411,-0.31771906781642434
"Barna, Galway",2011,800.2,251.39683333333335,81.60104166666666,3.1830154317775152,980.6247367144518,-3.7920504003654987,-1.8037378066881438
"Barna, Galway",2012,819.85,258.9757575757576,82.85833333333333,3.1657403290351267,989.4599215528511,2.4556360909772534,3.0147254211333463
"Barna, Galway",2013,849.04,260.7649393939394,83.11562500000001,3.2559591867423148,1021.516712411174,3.560407391596021,0.6908684561559575
"Barna, Galway",2014,882.91,261.4159090909091,83.22708333333334,3.37741495179225,1060.844576835465,3.9892113445774147,0.24963850526940057
"Barna, Galway",2015,943.8,266.57742424242423,82.91979166666667,3.540434838704544,1138.2083589814454,6.896512668335397,1.9744456905720131
"Barna, Galway",2016,1034.32,269.88875757575755,82.96875,3.8323937954683687,1246.6380414312616,9.591015045560503,1.2421657020446064
"Barna, Galway",2017,1149.17,273.8105606060606,83.30520833333334,4.196952803633257,1379.4695709802058,11.103913682419385,1.4531183386556012
"Barna, Galway",2018,1245.5,284.1095454545454,83.72291666666666,4.383872417969382,1487.645258416901,8.382571769189928,3.761354136848749
"Barna, Galway",2019,1316.93,291.2750909090909,84.56875000000001,4.5212585665659395,1557.2300642967998,5.73504616619831,2.5221065498103545
"Barna, Galway",2020,1358.8,295.81777272727277,84.11145833333333,4.593368368210712,1615.4754975417043,3.1793641271745665,1.5595847224710413
"Barna, Galway",2021,1376.15,309.2805,86.49479166666667,4.449520742497507,1591.0206539411092,1.2768619370032486,4.551020430114283
"Barna, Galway",2022,1470.81,321.86687878787876,93.921875,4.569622092024305,1565.9930128098486,6.87861061657522,4.069567524586493
"Barna, Galway",2023,1632.8,335.2919090909091,99.559375,4.869786462867769,1640.0263661759627,11.013659140201648,4.17098843894339
"Barna, Galway",2024,1847.56,350.1716666666666,101.09583333333335,5.276155028724007,1827.5332811276428,13.152866242038218,4.4378516666571555
"Beaumont, Dublin 9",2008,1270.22,263.2414696969697,84.23125,4.825303556701051,1508.0151368999034,,
"Beaumont, Dublin 9",2009,1138.97,256.8306666666667,79.36041666666667,4.43471184645655,1435.186517207886,-10.332855725779789,-2.4353317270576103
"Beaumont, Dublin 9",2010,988.28,256.01466666666664,79.12083333333334,3.860247589981824,1249.076833956501,-13.230374812330448,-0.31771906781642434
"Beaumont, Dublin 9",2011,949.82,251.39683333333335,81.60104166666666,3.77817010423759,1163.980239222845,-3.8916096652770404,-1.8037378066881438
"Beaumont, Dublin 9",2012,967.68,258.9757575757576,82.85833333333333,3.736565959139734,1167.8728753897212,1.8803562780316252,3.0147254211333463
"Beaumont, Dublin 9",2013,1007.17,260.7649393939394,83.11562500000001,3.8623673962490073,1211.7697484678722,4.080894510582023,0.6908684561559575
"Beaumont, Dublin 9",2014,1064.71,261.4159090909091,83.22708333333334,4.072858471783904,1279.2830859345665,5.713037520974629,0.24963850526940057
"Beaumont, Dublin 9",2015,1201.6,266.57742424242423,82.91979166666667,4.5075084786897435,1449.1112144014671,12.857022099914527,1.9744456905720131
"Beaumont, Dublin 9",2016,1319.37,269.88875757575755,82.96875,4.888569690160783,1590.2011299435028,9.801098535286279,1.2421657020446064
"Beaumont, Dublin 9",2017,1439.24,273.8105606060606,83.30520833333334,5.256334879174647,1727.6710889925348,9.085396818178392,1.4531183386556012
"Beaumont, Dublin 9",2018,1599.46,284.1095454545454,83.72291666666666,5.629729889719235,1910.420782840222,11.132264250576696,3.761354136848749
"Beaumont, Dublin 9",2019,1693.88,291.2750909090909,84.56875000000001,5.815396004901333,2002.962087059345,5.903242344291204,2.5221065498103545
